Step    -1:  2541 ms
Step    11: 31,20/0 ne| 32,27/0 ? | 32,29/0 ? |  4911 ms
Step    12: 31,20/1 ne| 32,21/0 n | 31,22/0 ? | 32,23/0 se| 31,24/0 ? | 31,26/0 e | 32,27/1 ? | 31,28/0 ? | 32,29/1 ? | 31,30/0 ? |  4228 ms
Step    19: 38,15/1 e | 29,15/0 sw| 31,19/9 sk| 32,29/0 s | 31,18/0 nw| 35,30/0 sw| 38,29/2 ne| 31,33/0 sw| 30,30/0 w | 28,37/0 sw|    58 ms
Step    19: 38,15/2 e | 29,15/1 sw| 31,19/* sk| 32,30/0 sw| 31,18/1 nw| 35,30/1 sw| 38,29/3 n | 31,33/1 sw| 30,30/1 w | 28,37/1 sw|  4131 ms
Step    20: 38,15/3 e | 29,15/2 sw| 31,19/* sk| 32,30/1 sw| 31,18/2 nw| 35,30/2 sw| 38,29/4 n | 31,33/2 sw| 30,30/2 w | 28,37/2 sw|   108 ms
Step    20: 38,15/4 e | 28,16/0 sw| 31,19/* sk| 32,30/2 sw| 30,17/0 nw| 34,31/0 se| 38,29/5 n | 31,33/3 sw| 30,30/3 w | 28,37/3 sw|     6 ms
Step    20: 39,15/0 e | 27,17/0 sw| 31,19/* sk| 32,30/3 sw| 29,16/0 nw| 34,31/1 se| 38,28/0 ne| 31,33/4 s | 29,30/0 sk| 27,38/0 w |  4862 ms
Step    21: 39,15/1 sk| 27,17/1 sk| 31,19/* sk| 32,30/4 sw| 29,16/1 n | 33,32/0 s | 38,28/1 ne| 31,34/0 sw| 29,30/1 sk| 26,38/0 w |   291 ms
Step    21: 39,15/2 sk| 27,17/2 sk| 31,19/* sk| 31,31/0 sw| 29,16/2 n | 33,32/1 s | 39,27/0 ne| 31,34/1 sw| 29,30/2 sk| 26,38/1 w |  3743 ms
Step    21: 39,15/3 sk| 27,17/3 sk| 31,19/* sk| 31,31/1 sw| 29,15/0 nw| 33,33/0 sw| 39,27/1 ne| 30,35/0 sw| 29,30/3 sk| 26,38/2 w |    25 ms
Step    22: 39,15/4 sk| 27,17/4 sk| 31,19/* sk| 31,31/2 sw| 29,15/1 nw| 33,33/1 sw| 39,27/2 ne| 30,35/1 sw| 29,30/4 sk| 25,38/0 w |     5 ms
Step    22: 39,15/5 sk| 27,17/5 sk| 31,19/* sk| 31,31/3 sw| 29,15/2 nw| 33,33/2 sw| 39,27/3 ne| 30,35/2 sw| 29,30/5 sk| 25,38/1 w |  4354 ms
Step    23: 39,15/6 sk| 27,17/6 sk| 31,19/* sk| 30,32/0 s | 28,14/0 w | 34,34/0 sw| 40,26/0 se| 29,36/0 sw| 29,30/6 se| 25,38/2 w |    55 ms
Step    23: 39,15/7 sk| 27,17/7 sk| 31,19/* sk| 30,32/1 s | 28,14/1 w | 34,34/1 sw| 40,26/1 se| 29,36/1 sw| 29,30/7 se| 25,38/3 w |  4288 ms
Step    24: 39,15/8 sk| 27,17/8 sk| 31,19/* s | 30,32/2 s | 27,14/0 nw| 34,34/2 sw| 41,27/0 se| 27,38/0 sw| 29,30/8 se| 24,38/0 nw|  4652 ms
Step    25: 39,15/9 sk| 27,17/9 sk| 31,19/* s | 30,33/0 s | 26,13/0 nw| 33,35/0 sw| 42,28/0 se| 27,38/1 sw| 30,31/0 ne| 23,37/0 nw|    97 ms
Step    26: 39,15/* sk| 27,17/* sk| 31,19/* se| 30,33/1 s | 25,12/0 nw| 33,35/1 sw| 43,29/0 se| 27,38/2 sw| 30,31/1 ne| 23,37/1 nw|  4527 ms
Step    26: 39,15/* sk| 27,17/* sk| 31,19/* se| 30,34/0 sw| 25,12/1 nw| 33,35/2 sw| 43,29/1 se| 26,39/0 sw| 30,31/2 ne| 23,37/2 nw|   780 ms
Step    26: 39,15/* sk| 27,17/* sk| 32,20/0 s | 30,34/1 sw| 24,11/0 nw| 33,35/3 sw| 43,29/2 se| 26,39/1 sw| 31,30/0 ne| 23,37/3 nw|  3580 ms
Step    27: 39,15/* sk| 27,17/* sk| 32,20/1 s | 29,35/0 sw| 24,11/1 nw| 32,36/0 se| 44,30/0 sk| 25,40/0 n | 31,30/1 ne| 22,36/0 nw|   162 ms
Step    28: 39,15/* sk| 27,17/* sk| 32,21/0 n | 28,36/0 sw| 24,11/2 nw| 32,36/1 se| 44,30/1 sk| 25,40/1 n | 31,30/2 ne| 22,36/1 nw|  4571 ms
Step    28: 39,15/* sk| 27,17/* sk| 32,21/1 n | 28,36/1 sw| 23,10/0 n | 31,37/0 se| 44,30/2 sk| 24,41/0 n | 32,29/0 ne| 21,35/0 nw|   570 ms
Step    28: 39,15/* sk| 27,17/* sk| 32,20/0 nw| 28,36/2 sw| 23,10/1 n | 31,37/1 se| 44,30/3 sk| 24,41/1 sw| 32,29/1 ne| 21,35/1 nw|  3614 ms
Step    29: 39,15/* sk| 27,17/* sk| 32,20/1 nw| 27,37/0 sw| 23, 9/0 sw| 32,38/0 se| 44,30/4 sk| 23,42/0 se| 33,28/0 ne| 20,34/0 ne|   985 ms
Step    30: 39,15/* sk| 27,17/* sk| 32,20/2 nw| 27,37/1 sw| 23, 9/1 sw| 32,38/1 se| 44,30/5 sk| 23,42/1 se| 33,28/1 ne| 20,34/1 ne|  3494 ms
Step    30: 39,15/* sk| 27,17/* sk| 32,20/3 nw| 26,38/0 w | 24, 8/0 sw| 32,38/2 sw| 44,30/6 sk| 22,42/0 ne| 34,27/0 ne| 21,33/0 sk|   759 ms
Step    31: 39,15/* sk| 27,17/* sk| 32,20/4 nw| 26,38/1 w | 24, 8/1 sw| 32,38/3 sw| 44,30/7 sk| 22,42/1 ne| 34,27/1 ne| 21,33/1 sk|  3764 ms
Step    31: 39,15/* sk| 27,17/* sk| 32,20/5 nw| 25,38/0 w | 23, 9/0 sw| 33,39/0 se| 44,30/8 ne| 22,42/2 sw| 35,26/0 ne| 21,33/2 sw|  4595 ms
Step    32: 39,15/* sk| 27,17/* sk| 32,20/6 se| 24,38/0 w | 22,10/0 sw| 32,40/0 e | 44,30/9 ne| 23,43/0 sw| 36,25/0 se| 21,33/3 sw|   439 ms
Step    32: 39,15/* sk| 27,17/* sk| 31,19/0 se| 24,38/1 w | 22,10/1 sw| 32,40/1 e | 44,30/* ne| 23,43/1 sw| 36,25/1 se| 21,33/4 sw|  4193 ms
Step    33: 39,15/* sk| 27,17/* sk| 31,19/1 se| 24,38/2 w | 22,10/2 sw| 32,40/2 e | 44,30/* ne| 22,44/0 sw| 36,25/2 se| 20,34/0 w |   267 ms
Step    33: 39,15/* sk| 27,17/* sk| 31,19/2 se| 24,38/3 w | 22,10/3 sw| 33,41/0 e | 45,29/0 ne| 22,44/1 sw| 36,25/3 se| 20,34/1 w |   268 ms
Step    34: 39,15/* sk| 27,17/* sk| 31,19/3 se| 23,38/0 w | 22,10/4 sw| 33,41/1 e | 45,29/1 ne| 22,44/2 sw| 36,25/4 se| 20,34/2 w |  3605 ms
Step    34: 39,15/* sk| 27,17/* sk| 31,19/4 se| 23,38/1 w | 21,11/0 w | 34,41/0 se| 46,28/0 sk| 21,45/0 sw| 37,26/0 s | 19,34/0 w |   504 ms
Step    34: 39,15/* sk| 27,17/* sk| 31,19/5 se| 23,38/2 w | 20,11/0 nw| 34,41/1 se| 46,28/1 sk| 21,45/1 sw| 37,26/1 s | 19,34/1 w |  3881 ms
Step    35: 39,15/* sk| 27,17/* sk| 32,20/0 se| 23,38/3 w | 20,11/1 nw| 35,42/0 se| 46,28/2 sk| 20,46/0 sw| 38,27/0 sw| 18,34/0 w |    62 ms
Step    35: 39,15/* sk| 27,17/* sk| 33,21/0 se| 23,38/4 w | 20,11/2 nw| 35,42/1 se| 46,28/3 sk| 20,46/1 sw| 38,27/1 sw| 18,34/1 w |  4146 ms
Step    36: 39,15/* sk| 27,17/* sk| 33,21/1 se| 23,38/5 w | 20,11/3 nw| 36,43/0 ne| 46,28/4 sk| 19,47/0 sw| 37,28/0 sw| 17,34/0 nw|   138 ms
Step    36: 39,15/* sk| 27,17/* sk| 33,21/2 se| 23,38/6 w | 20,11/4 nw| 36,43/1 ne| 46,28/5 sk| 19,47/1 w | 37,28/1 sw| 17,34/1 nw|  1724 ms
Step    37: 39,15/* sk| 27,17/* sk| 33,21/3 se| 22,38/0 nw| 19,10/0 w | 36,43/2 ne| 46,28/6 sk| 18,47/0 sw| 37,28/2 sw| 17,34/2 nw|  2604 ms
Step    38: 39,15/* sk| 27,17/* sk| 35,23/0 nw| 21,37/0 nw| 18,10/0 w | 36,43/3 ne| 46,28/7 ? | 18,47/1 sw| 37,28/3 sw| 16,33/0 nw|  4434 ms
Step    38: 39,15/* sk| 27,17/* sk| 35,23/1 nw| 21,37/1 nw| 18,10/1 nw| 37,42/0 se| 46,28/8 ? | 17,47/0 w | 36,29/0 se| 15,32/0 sw|    74 ms
Step    38: 39,15/* sk| 27,17/* sk| 36,22/0 se| 21,37/2 nw| 17, 9/0 sw| 37,42/1 se| 46,28/9 ? | 17,47/1 w | 36,29/1 se| 15,32/1 sw|  3986 ms
Step    39: 39,15/* sk| 27,17/* sk| 36,22/1 se| 20,36/0 nw| 17, 9/1 sw| 38,41/0 se| 46,28/* ? | 17,47/2 sw| 37,30/0 s | 15,32/2 sw|   184 ms
Step    39: 39,15/* sk| 27,17/* sk| 35,21/0 nw| 19,35/0 n | 17, 9/2 sw| 38,41/1 se| 46,28/* ? | 17,47/3 sw| 37,30/1 s | 15,32/3 sw|  4143 ms
Step    40: 39,15/* sk| 27,17/* sk| 35,21/1 nw| 19,35/1 n | 17, 9/3 sw| 39,42/0 n | 46,28/* ? | 16,48/0 w | 37,31/0 sw| 14,33/0 sw|   225 ms
Step    41: 39,15/* sk| 27,17/* sk| 36,22/0 nw| 19,35/2 n | 17, 9/4 sw| 39,42/1 n | 46,28/* ? | 16,48/1 w | 37,31/1 sw| 14,33/1 sw|  4411 ms
Step    41: 39,15/* sk| 27,17/* sk| 36,22/1 nw| 19,34/0 n | 17, 9/5 sw| 39,43/0 ne| 46,28/* ? | 15,48/0 w | 37,31/2 sw| 13,34/0 sk|   210 ms
Step    41: 39,15/* sk| 27,17/* sk| 36,22/2 nw| 19,34/1 n | 17, 9/6 sw| 39,43/1 ne| 46,28/* ? | 15,48/1 nw| 36,32/0 se| 13,34/1 sk|   382 ms
Step    41: 39,15/* sk| 27,17/* sk| 35,21/0 nw| 19,34/2 n | 16,10/0 sw| 39,43/2 ne| 46,28/* ? | 15,48/2 nw| 36,32/1 se| 13,34/2 sk|  4752 ms
Step    42: 39,15/* sk| 27,17/* sk| 35,21/1 nw| 19,34/3 n | 16,10/1 sw| 39,43/3 ne| 46,28/* ? | 14,47/0 nw| 37,33/0 s | 13,34/3 sk|   643 ms
Step    42: 39,15/* sk| 27,17/* sk| 34,20/0 nw| 19,33/0 n | 16,10/2 sw| 39,43/4 ne| 46,28/* ? | 14,47/1 nw| 37,33/1 s | 13,34/4 sk|  3577 ms
Step    43: 39,15/* sk| 27,17/* sk| 34,20/1 nw| 19,33/1 n | 15,11/0 sw| 40,42/0 nw| 46,28/* ? | 13,46/0 nw| 37,34/0 e | 13,34/5 sk|  4570 ms
Step    44: 39,15/* sk| 27,17/* sk| 34,20/2 nw| 19,32/0 n | 14,12/0 sw| 39,41/0 w | 46,28/* ? | 12,45/0 nw| 36,35/0 sw| 13,34/6 sk|   925 ms
Step    44: 39,15/* sk| 27,17/* sk| 33,19/0 nw| 19,32/1 n | 14,12/1 sw| 38,41/0 se| 46,28/* ? | 12,45/1 nw| 36,35/1 sw| 13,34/7 sk|  3570 ms
Step    45: 39,15/* sk| 27,17/* sk| 33,19/1 nw| 19,31/0 n | 13,13/0 nw| 38,41/1 se| 46,28/* ? | 11,44/0 nw| 35,36/0 sw| 13,34/8 sk|   123 ms
Step    45: 39,15/* sk| 27,17/* sk| 33,19/2 nw| 19,31/1 n | 12,13/0 ne| 38,41/2 se| 46,28/* ? | 10,43/0 nw| 34,37/0 n | 13,34/9 sk|  4100 ms
Step    46: 39,15/* sk| 27,17/* sk| 32,18/0 sw| 19,31/2 n | 12,13/1 ne| 37,40/0 sw| 46,28/* ? | 10,43/1 nw| 34,37/1 n | 13,34/* sk|  1027 ms
Step    46: 39,15/* sk| 27,17/* sk| 31,18/0 se| 19,31/3 n | 12,13/2 w | 37,40/1 sw| 46,28/* ? | 10,43/2 nw| 34,37/2 n | 13,34/* sk|  3302 ms
Step    47: 39,15/* sk| 27,17/* sk| 31,18/1 se| 19,31/4 n | 12,13/3 w | 37,40/2 sw| 46,28/* ? |  9,42/0 nw| 34,38/0 ne| 13,34/* sk|   196 ms
Step    47: 39,15/* sk| 27,17/* sk| 31,18/2 se| 19,31/5 n | 12,13/4 w | 37,40/3 n | 46,28/* ? |  9,42/1 sk| 34,38/1 ne| 13,34/* sk|   997 ms
Step    47: 39,15/* sk| 27,17/* sk| 32,19/0 se| 19,31/6 n | 13,12/0 sw| 37,40/4 n | 46,28/* ? |  9,42/2 sk| 34,38/2 ne| 13,34/* sk|  3108 ms
Step    48: 39,15/* sk| 27,17/* sk| 32,19/1 se| 19,31/7 n | 13,12/1 sw| 36,41/0 nw| 46,28/* ? |  9,42/3 sk| 34,38/3 ne| 13,34/* se|     5 ms
Step    49: 39,15/* sk| 27,17/* sk| 32,19/2 se| 19,31/8 n | 12,11/0 sw| 36,41/1 nw| 46,28/* ? |  9,42/4 sk| 35,37/0 nw| 13,34/* se|  4644 ms
Step    49: 39,15/* sk| 27,17/* sk| 33,20/0 ne| 19,31/9 n | 12,11/1 sw| 35,40/0 ne| 46,28/* ? |  9,42/5 sk| 35,37/1 nw| 13,34/* se|  1815 ms
Step    49: 39,15/* sk| 27,17/* sk| 33,20/1 ne| 19,31/* n | 11,12/0 sw| 35,40/1 ne| 46,28/* ? |  9,42/6 sk| 35,37/2 nw| 13,34/* se|  2279 ms
Step    50: 39,15/* sk| 27,17/* sk| 33,20/2 ne| 19,31/* n | 11,12/1 sw| 36,39/0 ne| 46,28/* ? |  9,42/7 w | 34,36/0 sw| 13,34/* se|    65 ms
Step    50: 39,15/* sk| 27,17/* sk| 33,20/3 se| 19,31/* n | 10,13/0 s | 37,38/0 se| 46,28/* ? |  9,42/8 w | 34,36/1 sw| 15,36/0 se|  4483 ms
Step    51: 39,15/* sk| 27,17/* sk| 34,19/0 se| 19,31/* n | 10,13/1 s | 37,38/1 se| 46,28/* ? |  9,42/9 w | 34,36/2 sw| 15,36/1 se|    29 ms
Step    51: 39,15/* sk| 27,17/* sk| 35,20/0 nw| 19,31/* n |  9,14/0 se| 36,37/0 se| 46,28/* ? |  8,42/0 nw| 33,37/0 nw| 14,35/0 se|  3135 ms
Step    52: 39,15/* sk| 27,17/* sk| 35,20/1 nw| 19,31/* n |  9,14/1 se| 36,37/1 se| 46,28/* ? |  7,41/0 nw| 33,37/1 nw| 14,35/1 se|  4026 ms
Step    53: 39,15/* sk| 27,17/* sk| 36,21/0 nw| 19,31/* n | 10,15/0 nw| 36,37/2 se| 46,28/* ? |  7,41/1 e | 32,37/0 nw| 14,35/2 se|   162 ms
Step    53: 39,15/* sk| 27,17/* sk| 36,21/1 nw| 19,31/* n | 10,15/1 nw| 37,38/0 se| 46,28/* ? |  7,41/2 e | 32,37/1 nw| 14,35/3 se|    28 ms
Step    53: 39,15/* sk| 27,17/* sk| 36,21/2 nw| 19,31/* n | 10,15/2 nw| 37,38/1 se| 46,28/* ? |  7,41/3 e | 32,37/2 nw| 15,36/0 se|   652 ms
Step    53: 39,15/* sk| 27,17/* sk| 35,20/0 s | 19,31/* n | 10,15/3 nw| 37,38/2 se| 46,28/* ? |  7,41/4 e | 32,37/3 nw| 15,36/1 se|  3308 ms
Step    54: 39,15/* sk| 27,17/* sk| 35,20/1 s | 19,31/* n | 11,14/0 w | 38,39/0 se| 46,28/* ? |  6,41/0 se| 31,36/0 ne| 16,37/0 nw|   302 ms
Step    54: 39,15/* sk| 27,17/* sk| 35,20/2 s | 19,31/* n | 10,14/0 sw| 39,40/0 nw| 46,28/* ? |  6,41/1 se| 31,36/1 ne| 17,38/0 nw|  3784 ms
Step    56: 39,15/* sk| 27,17/* sk| 34,19/0 se| 19,31/* n | 10,14/1 sw| 39,40/1 nw| 46,28/* ? |  6,41/2 se| 32,35/0 ne| 17,38/1 nw|  4404 ms
Step    56: 39,15/* sk| 27,17/* sk| 34,19/1 se| 19,31/* ne|  9,15/0 w | 39,40/2 nw| 46,28/* ? |  7,42/0 se| 33,34/0 sw| 17,38/2 nw|   103 ms
Step    56: 39,15/* sk| 27,17/* sk| 35,20/0 s | 19,31/* ne|  9,15/1 w | 40,41/0 e | 46,28/* ? |  7,42/1 sw| 33,34/1 sw| 17,38/3 nw|  4460 ms
Step    57: 39,15/* sk| 27,17/* sk| 35,21/0 se| 19,31/* ne|  8,15/0 sw| 39,42/0 e | 46,28/* ? |  7,42/2 sw| 34,33/0 ne| 17,38/4 nw|    97 ms
Step    57: 39,15/* sk| 27,17/* sk| 35,21/1 se| 20,30/0 n |  8,15/1 sw| 39,42/1 e | 46,28/* ? |  7,42/3 sw| 34,33/1 ne| 17,38/5 nw|    18 ms
Step    57: 39,15/* sk| 27,17/* sk| 35,21/2 se| 20,30/1 n |  8,15/2 sw| 39,42/2 e | 46,28/* ? |  8,43/0 sw| 34,33/2 ne| 17,38/6 nw|    36 ms
Step    57: 39,15/* sk| 27,17/* sk| 35,21/3 se| 20,29/0 n |  8,15/3 sw| 39,42/3 e | 46,28/* ? |  8,43/1 sw| 34,33/3 ne| 16,37/0 nw|  4826 ms
Step    57: 39,15/* sk| 27,17/* sk| 34,22/0 ne| 20,29/1 n |  7,16/0 w | 39,42/4 e | 46,28/* ? |  7,44/0 nw| 33,34/0 ne| 15,36/0 nw|    35 ms
Step    58: 39,15/* sk| 27,17/* sk| 34,22/1 ne| 20,29/2 n |  6,16/0 ne| 40,42/0 ne| 46,28/* ? |  7,44/1 nw| 33,34/1 ne| 15,36/1 nw|  4674 ms
Step    59: 39,15/* sk| 27,17/* sk| 34,22/2 ne| 20,29/3 n |  6,16/1 ne| 40,42/1 ne| 46,28/* ? |  7,44/2 nw| 34,33/0 nw| 15,36/2 nw|    66 ms
Step    59: 39,15/* sk| 27,17/* sk| 34,22/3 ne| 20,29/4 n |  6,16/2 ne| 41,41/0 ne| 46,28/* ? |  6,45/0 n | 34,33/1 nw| 14,35/0 nw|  5068 ms
Step    60: 39,15/* sk| 27,17/* sk| 35,21/0 ne| 20,28/0 nw|  6,16/3 ne| 42,40/0 nw| 46,28/* ? |  6,44/0 n | 35,32/0 w | 13,34/0 nw|   131 ms
Step    60: 39,15/* sk| 27,17/* sk| 35,21/1 ne| 20,28/1 nw|  6,16/4 ne| 42,40/1 nw| 46,28/* ? |  6,44/1 nw| 35,32/1 w | 13,34/1 nw|    15 ms
Step    60: 39,15/* sk| 27,17/* sk| 35,21/2 ne| 19,27/0 n |  7,15/0 ne| 42,40/2 nw| 46,28/* ? |  6,44/2 nw| 35,32/2 w | 13,34/2 nw|  4423 ms
Step    61: 39,15/* sk| 27,17/* sk| 36,20/0 ne| 19,27/1 n |  7,15/1 se| 42,40/3 se| 46,28/* ? |  5,43/0 ? | 34,32/0 w | 12,33/0 nw|   136 ms
Step    61: 39,15/* sk| 27,17/* sk| 36,20/1 ne| 19,27/2 n |  7,15/2 se| 41,39/0 se| 46,28/* ? |  5,43/1 ? | 34,32/1 w | 12,33/1 nw|  4180 ms
Step    62: 39,15/* sk| 27,17/* sk| 37,19/0 se| 19,27/3 n |  8,16/0 ne| 41,39/1 se| 46,28/* ? |  5,43/2 ? | 33,32/0 sw| 11,32/0 nw|    45 ms
Step    62: 39,15/* sk| 27,17/* sk| 36,18/0 se| 19,27/4 n |  8,16/1 ne| 41,39/2 se| 46,28/* ? |  5,43/3 ? | 33,32/1 sw| 11,32/1 nw|  4455 ms
Step    63: 39,15/* sk| 27,17/* sk| 36,18/1 se| 19,27/5 n |  9,15/0 s | 42,40/0 se| 46,28/* ? |  5,43/4 ? | 32,33/0 sw| 10,31/0 w |   558 ms
Step    63: 39,15/* sk| 27,17/* sk| 36,18/2 se| 19,27/6 n | 10,15/0 se| 42,40/1 se| 46,28/* ? |  5,43/5 ? | 32,33/1 sw| 10,31/1 w |  3597 ms
Step    64: 39,15/* sk| 27,17/* sk| 37,19/0 nw| 19,27/7 sw| 10,15/1 se| 43,41/0 se| 46,28/* ? |  5,43/6 ? | 32,33/2 sw|  9,30/0 ne|  4940 ms
Step    65: 39,15/* sk| 27,17/* sk| 37,21/0 ne| 19,27/8 nw| 11,16/0 se| 44,42/0 se| 46,28/* ? |  5,43/7 ? | 31,34/0 sw|  8,29/0 ne|  4655 ms
Step    66: 39,15/* sk| 27,17/* sk| 37,21/1 ne| 18,28/0 nw| 10,17/0 ne| 45,43/0 sw| 46,28/* ? |  5,43/8 ? | 30,35/0 sw|  9,28/0 ne|    32 ms
Step    66: 39,15/* sk| 27,17/* sk| 36,20/0 nw| 18,28/1 nw| 10,17/1 ne| 45,43/1 sw| 46,28/* ? |  5,43/9 ? | 30,35/1 sw|  9,28/1 ne|  4453 ms
Step    67: 39,15/* sk| 27,17/* sk| 36,20/1 nw| 17,27/0 w | 11,18/0 ne| 44,44/0 sk| 46,28/* ? |  5,43/* ? | 29,36/0 sw| 10,27/0 sw|    61 ms
Step    67: 39,15/* sk| 27,17/* sk| 36,20/2 nw| 17,27/1 w | 11,18/1 ne| 44,44/1 sk| 46,28/* ? |  5,43/* ? | 29,36/1 sw| 11,27/0 w |  4615 ms
Step    68: 39,15/* sk| 27,17/* sk| 37,19/0 nw| 17,27/2 w | 12,17/0 n | 44,44/2 ? | 46,28/* ? |  5,43/* ? | 28,37/0 sw| 11,27/1 w |   288 ms
Step    69: 39,15/* sk| 27,17/* sk| 37,19/1 nw| 17,27/3 w | 12,16/0 ne| 44,44/3 ? | 46,28/* ? |  5,43/* ? | 27,38/0 w | 11,27/2 w |  3900 ms
Step    69: 39,15/* sk| 27,17/* sk| 36,18/0 nw| 16,27/0 sw| 12,16/1 ne| 44,44/4 ? | 46,28/* ? |  5,43/* ? | 27,38/1 w | 10,27/0 nw|   391 ms
Step    69: 39,15/* sk| 27,17/* sk| 35,17/0 nw| 16,27/1 sw| 12,16/2 ne| 44,44/5 ? | 46,28/* ? |  5,43/* ? | 27,38/2 w | 10,27/1 nw|  4212 ms
Step    70: 39,15/* sk| 27,17/* sk| 35,17/1 nw| 15,28/0 sw| 12,16/3 ne| 44,44/6 ? | 46,28/* ? |  5,43/* ? | 27,38/3 w |  9,26/0 w |     4 ms
Step    70: 39,15/* sk| 27,17/* sk| 34,16/0 nw| 15,28/1 sw| 13,15/0 sw| 44,44/7 ? | 46,28/* ? |  5,43/* ? | 26,38/0 sw|  9,26/1 w |  4311 ms
Step    71: 39,15/* sk| 27,17/* sk| 34,16/1 nw| 14,29/0 sw| 13,14/0 n | 44,44/8 ? | 46,28/* ? |  5,43/* ? | 25,38/0 s |  8,26/0 e |   186 ms
Step    71: 39,15/* sk| 27,17/* sk| 34,16/2 s | 14,29/1 sw| 13,14/1 n | 44,44/9 ? | 46,28/* ? |  5,43/* ? | 25,38/1 s |  8,26/1 e |  4687 ms
Step    72: 39,15/* sk| 27,17/* sk| 34,16/3 s | 13,30/0 sw| 12,15/0 se| 44,44/* ? | 46,28/* ? |  5,43/* ? | 25,39/0 se|  8,26/2 e |   636 ms
Step    72: 39,15/* sk| 27,17/* sk| 34,16/4 s | 12,31/0 sw| 12,15/1 se| 44,44/* ? | 46,28/* ? |  5,43/* ? | 25,39/1 se|  8,26/3 e |  3662 ms
Step    73: 39,15/* sk| 27,17/* sk| 33,15/0 nw| 12,31/1 sw| 13,14/0 se| 44,44/* ? | 46,28/* ? |  5,43/* ? | 25,40/0 se|  9,26/0 se|  3959 ms
